order_id,customer_id,order_amount,currency,order_date,status,country_code,payment_method,fraud_flag,delivery_days,customer_age,product_category
10671,9011,198.6055752,USD,11-1-24,Completed,UK,PayPal,No,12,63,Home & Kitchen
10672,7871,282.0105438,GBP,11-2-24,Completed,CA,Bank Transfer,No,5,73,Clothing
10673,9335,310.524893,BTC,11-3-24,Completed,US,Credit Card,No,6,59,Toys
10674,9869,212.4995869,INR,11-4-24,Completed,US,Bank Transfer,No,14,33,Automotive
10675,13646,206.6272798,EUR,11-5-24,Completed,US,Bitcoin,No,6,67,Toys
10676,7714,266.9022246,BTC,11-6-24,Completed,US,Bank Transfer,No,2,41,Electronics
10677,8616,347.2741454,EUR,11-7-24,Completed,XX,Credit Card,No,14,30,Clothing
10678,9591,246.796876,INR,11-8-24,Completed,DE,Credit Card,No,7,46,Electronics
10679,7837,467.3008631,INR,11-9-24,Completed,UK,Bitcoin,No,6,24,Automotive
10680,12109,460.7944977,BTC,11-10-24,Completed,IN,PayPal,No,10,35,Home & Kitchen
10681,14175,270.2421453,INR,11-11-24,Completed,DE,Credit Card,No,13,24,Automotive
10682,8266,157.5049568,BTC,11-12-24,Completed,DE,Bank Transfer,No,13,44,Automotive
10683,10630,281.0259109,BTC,11-13-24,Refunded,IN,PayPal,No,10,21,Automotive
10684,,228.7072908,INR,11-14-24,Completed,UK,PayPal,No,11,54,Automotive
10685,8499,126.7541982,BTC,11-15-24,Completed,CA,Bitcoin,No,3,23,Automotive
10686,12455,450.6452499,BTC,11-16-24,Completed,UK,PayPal,No,9,72,Toys
10687,11509,82.7663953,EUR,11-17-24,Completed,IN,Credit Card,No,7,24,Electronics
10688,9921,273.6683609,EUR,11-18-24,Completed,CA,Credit Card,No,5,66,Clothing
10689,10918,324.1668647,BTC,11-19-24,Completed,CA,PayPal,No,6,44,Automotive
10690,8726,170.0038985,INR,11-20-24,Completed,UK,Credit Card,No,13,42,Toys
10691,8519,8.769828835,BTC,11-21-24,Completed,IN,Bitcoin,No,11,30,Electronics
10692,8283,82.73616651,INR,11-22-24,Cancelled,DE,PayPal,No,5,44,Electronics
10693,9290,166.4715011,BTC,11-23-24,Completed,US,PayPal,No,1,59,Clothing
10694,14930,108.1423322,BTC,11-24-24,Completed,US,Credit Card,No,3,54,Clothing
10695,5059,370.0665596,INR,11-25-24,Refunded,IN,Bitcoin,No,1,23,Home & Kitchen
10696,5242,178.1878944,EUR,11-26-24,Completed,CA,Credit Card,No,1,66,Clothing
10697,10547,433.1076631,INR,11-27-24,Completed,US,Bitcoin,No,8,31,Electronics
10698,12418,297.1158855,BTC,11-28-24,Completed,IN,Credit Card,No,11,72,Toys
10699,12751,259.5641048,GBP,11-29-24,Cancelled,US,Bitcoin,No,11,53,Automotive
10700,7790,204.734538,BTC,11-30-24,Completed,XX,Bitcoin,No,9,36,Electronics
10701,13443,490.3989766,EUR,12-1-24,Completed,DE,Bank Transfer,No,14,46,Electronics
10702,12311,331.7020193,INR,12-2-24,Cancelled,US,Bitcoin,No,11,33,Home & Kitchen
10703,10383,310.8372468,EUR,12-3-24,Refunded,UK,PayPal,No,13,68,Home & Kitchen
10704,5432,484.574732,INR,12-4-24,Refunded,IN,Credit Card,No,9,55,Automotive
10705,14970,107.6413757,EUR,12-5-24,Completed,US,Bank Transfer,No,7,23,Toys
10706,11579,111.7139844,GBP,12-6-24,Completed,US,Bitcoin,No,13,43,Toys
10707,7991,252.6919843,INR,12-7-24,Completed,US,Bitcoin,No,7,57,Clothing
10708,9695,305.1267697,INR,12-8-24,Completed,UK,Bitcoin,No,9,23,Home & Kitchen
10709,5257,75.11838069,BTC,12-9-24,Cancelled,DE,Credit Card,No,9,24,Clothing
10710,14467,379.6700923,BTC,12-10-24,Completed,CA,Credit Card,Yes,6,42,Toys
10711,12713,405.9083857,GBP,12-11-24,Refunded,US,Bitcoin,No,8,70,Toys
10712,14989,209.4350102,EUR,12-12-24,Completed,US,Bitcoin,No,3,73,Home & Kitchen
10713,10154,340.861565,GBP,12-13-24,Completed,CA,Credit Card,No,3,45,Home & Kitchen
10714,12869,213.0508245,EUR,12-14-24,Completed,US,Bank Transfer,No,5,50,Home & Kitchen
10715,5460,245.9539208,BTC,12-15-24,Completed,IN,Bitcoin,No,5,27,Automotive
10716,9147,135.7356249,BTC,12-16-24,Completed,CA,Bank Transfer,No,2,20,Toys
10717,13599,496.0909438,USD,12-17-24,Completed,US,Bank Transfer,No,13,53,Toys
10718,13069,377.0480114,INR,12-18-24,Completed,CA,PayPal,No,2,74,Automotive
10719,7573,111.9521535,INR,12-19-24,Completed,DE,Bank Transfer,No,8,23,Toys
10720,14506,103.9540353,EUR,12-20-24,Completed,DE,Bitcoin,No,14,55,Clothing
10721,10171,458.784106,EUR,12-21-24,Cancelled,DE,Bitcoin,No,5,67,Automotive
10722,6452,427.8841871,BTC,12-22-24,Completed,UK,Bitcoin,No,9,52,Clothing
10723,11460,142.0834543,GBP,12-23-24,Completed,UK,Bank Transfer,No,11,57,Home & Kitchen
10724,10984,23.11971912,EUR,12-24-24,Completed,US,PayPal,No,11,36,Clothing
10725,12127,150.5251159,BTC,12-25-24,Cancelled,UK,PayPal,No,1,40,Home & Kitchen
10726,13125,402.0140266,GBP,12-26-24,Completed,DE,Credit Card,No,1,70,Home & Kitchen
10727,12069,435.074495,GBP,12-27-24,Cancelled,CA,Credit Card,No,3,64,Electronics
10728,7288,238.6972255,GBP,12-28-24,Completed,UK,Credit Card,No,11,54,Home & Kitchen
10729,9738,98.90359982,USD,12-29-24,Completed,DE,Bitcoin,No,8,48,Clothing
10730,9483,160.6509853,INR,12-30-24,Completed,CA,Bitcoin,No,4,49,Electronics
10731,14454,402.2424317,GBP,12-31-24,Completed,US,Bitcoin,No,1,45,Home & Kitchen
10732,9174,235.658279,EUR,1-1-25,Completed,IN,Bitcoin,No,11,50,Electronics
10733,10834,430.3109777,BTC,1-2-25,Completed,US,Bank Transfer,No,1,18,Clothing
10734,14021,198.5810686,BTC,1-3-25,Completed,US,Credit Card,No,3,50,Home & Kitchen
10735,5239,66.14328999,GBP,1-4-25,Completed,IN,Bitcoin,No,10,52,Automotive
10736,,27.56556262,INR,1-5-25,Completed,IN,Bank Transfer,No,5,32,Automotive
10737,9329,179.3175169,USD,1-6-25,Cancelled,IN,Credit Card,No,8,24,Home & Kitchen
10738,8081,380.9671832,INR,1-7-25,Completed,DE,Bank Transfer,No,12,43,Electronics
10739,14002,17.8740014,INR,1-8-25,Cancelled,XX,Bitcoin,No,2,21,Clothing
10740,9679,14.35640363,INR,1-9-25,Cancelled,US,PayPal,No,3,48,Home & Kitchen
10741,7929,74.09290692,INR,1-10-25,Cancelled,US,PayPal,No,4,23,Automotive
10742,10828,308.0288787,USD,1-11-25,Completed,IN,Bitcoin,Yes,14,71,Clothing
10743,11304,73.90081085,USD,1-12-25,Completed,IN,Credit Card,Yes,7,74,Home & Kitchen
10744,13471,228.5403692,BTC,1-13-25,Completed,IN,PayPal,No,7,35,Automotive
10745,7224,416.2914999,BTC,1-14-25,Completed,UK,Bitcoin,No,1,32,Automotive
10746,12488,433.3118416,GBP,1-15-25,Completed,IN,Bitcoin,No,7,67,Clothing
10747,10055,238.332887,INR,1-16-25,Completed,XX,PayPal,No,9,47,Automotive
10748,13470,153.5954717,GBP,1-17-25,Cancelled,US,Bitcoin,No,2,65,Automotive
10749,5524,116.4188434,BTC,1-18-25,Completed,DE,Bank Transfer,No,3,18,Clothing
10750,5645,459.1028694,EUR,1-19-25,Completed,DE,Bitcoin,No,7,50,Toys
10751,13151,156.4134485,EUR,1-20-25,Completed,IN,Credit Card,No,8,73,Electronics
10752,7717,326.4083125,BTC,1-21-25,Cancelled,IN,Bitcoin,No,6,67,Home & Kitchen
10753,13793,463.3530658,EUR,1-22-25,Refunded,CA,Bank Transfer,No,5,20,Home & Kitchen
10754,5083,243.0651484,INR,1-23-25,Completed,US,Credit Card,No,14,53,Toys
10755,,130.6546017,GBP,1-24-25,Completed,UK,Credit Card,No,10,56,Toys
10756,10068,174.7894758,USD,1-25-25,Completed,CA,Credit Card,No,7,51,Home & Kitchen
10757,9156,306.7217796,BTC,1-26-25,Completed,US,Bitcoin,No,12,40,Automotive
10758,8859,343.8533837,INR,1-27-25,Completed,IN,Bank Transfer,No,7,57,Electronics
10759,12372,85.03087726,USD,1-28-25,Completed,US,PayPal,No,1,74,Electronics
10760,5244,280.0413984,BTC,1-29-25,Completed,CA,PayPal,No,11,20,Home & Kitchen
10761,8605,372.4386369,BTC,1-30-25,Completed,DE,Bank Transfer,No,14,65,Home & Kitchen
10762,13990,397.2813514,GBP,1-31-25,Cancelled,IN,Bitcoin,No,3,65,Automotive
10763,13852,123.3096556,USD,2-1-25,Completed,CA,Credit Card,No,13,59,Clothing
10764,5800,236.0121408,USD,2-2-25,Completed,IN,Bitcoin,No,4,69,Home & Kitchen
10765,9934,471.8442716,USD,2-3-25,Completed,XX,Bitcoin,No,3,55,Electronics
10766,7859,226.3757941,INR,2-4-25,Completed,CA,Bitcoin,No,14,32,Home & Kitchen
10767,7714,37.04819121,USD,2-5-25,Completed,DE,Credit Card,No,5,50,Toys
10768,8140,331.3216446,GBP,2-6-25,Completed,DE,Bank Transfer,No,14,29,Clothing
10769,10180,200.0058975,EUR,2-7-25,Cancelled,UK,Credit Card,No,8,60,Automotive
10770,8846,482.6286112,EUR,2-8-25,Completed,CA,Bank Transfer,No,12,52,Electronics
10771,11655,201.8479698,USD,2-9-25,Completed,DE,Bitcoin,No,13,69,Home & Kitchen
10772,14433,397.6846255,EUR,2-10-25,Completed,DE,Bank Transfer,No,11,44,Automotive
10773,8228,53.27073595,BTC,2-11-25,Completed,UK,Bank Transfer,No,6,18,Toys
10774,12183,8.583552372,INR,2-12-25,Completed,UK,Credit Card,No,12,73,Home & Kitchen
10775,10682,453.2376228,BTC,2-13-25,Completed,US,PayPal,No,11,69,Toys
10776,6105,295.8867765,BTC,2-14-25,Cancelled,XX,PayPal,No,8,71,Home & Kitchen
10777,10091,280.7884665,EUR,2-15-25,Completed,DE,PayPal,No,1,30,Toys
10778,10652,428.93945,EUR,2-16-25,Completed,US,Credit Card,No,5,64,Automotive
10779,12214,140.9865873,INR,2-17-25,Completed,CA,PayPal,No,7,57,Toys
10780,11633,66.31181572,INR,2-18-25,Completed,IN,Bitcoin,No,10,52,Home & Kitchen
10781,9193,26.35597324,EUR,2-19-25,Refunded,UK,Bank Transfer,No,6,52,Automotive
10782,7713,16.01437135,EUR,2-20-25,Completed,US,Credit Card,No,6,21,Automotive
10783,9042,374.8571152,GBP,2-21-25,Completed,IN,PayPal,No,9,35,Clothing
10784,5298,164.6984822,GBP,2-22-25,Completed,UK,Bitcoin,No,8,36,Home & Kitchen
10785,6634,391.2338551,INR,2-23-25,Completed,UK,PayPal,No,1,24,Electronics
10786,10348,381.8327552,INR,2-24-25,Completed,UK,PayPal,No,2,19,Electronics
10787,13982,431.4653411,BTC,2-25-25,Completed,US,PayPal,No,3,35,Home & Kitchen
10788,10387,357.7803395,INR,2-26-25,Completed,UK,PayPal,No,3,65,Clothing
10789,14769,108.1614922,USD,2-27-25,Completed,US,Credit Card,No,3,32,Clothing
10790,5959,247.8308825,BTC,2-28-25,Completed,US,Credit Card,No,5,65,Automotive
10791,14186,352.6631267,EUR,3-1-25,Completed,US,PayPal,No,11,48,Toys
10792,10133,460.3970467,GBP,3-2-25,Completed,US,Credit Card,Yes,2,51,Home & Kitchen
10793,13041,164.0851061,USD,3-3-25,Cancelled,UK,Credit Card,No,7,35,Electronics
10794,10068,256.4945737,BTC,3-4-25,Completed,US,Credit Card,No,1,47,Toys
10795,12916,489.2017635,GBP,3-5-25,Completed,CA,Bank Transfer,No,3,32,Toys
10796,6915,135.9232815,BTC,3-6-25,Completed,IN,PayPal,No,7,24,Toys
10797,10166,179.8599354,USD,3-7-25,Cancelled,US,PayPal,No,6,59,Electronics
10798,6125,65.60933703,BTC,3-8-25,Completed,XX,Credit Card,Yes,11,45,Automotive
10799,12677,248.8152115,GBP,3-9-25,Completed,IN,Bank Transfer,No,11,50,Home & Kitchen
10800,7166,100.4805344,INR,3-10-25,Completed,IN,Credit Card,No,3,59,Automotive
10801,10614,312.8716618,BTC,3-11-25,Cancelled,CA,Credit Card,No,7,18,Toys
10802,10589,238.6672826,USD,3-12-25,Completed,DE,PayPal,No,13,24,Automotive
10803,10712,395.0291555,GBP,3-13-25,Completed,US,PayPal,No,6,30,Electronics
10804,,394.864333,USD,3-14-25,Completed,CA,Bank Transfer,No,14,22,Home & Kitchen
10805,8107,395.1712997,EUR,3-15-25,Completed,UK,PayPal,No,8,50,Electronics
10806,8946,161.876133,USD,3-16-25,Completed,US,Bitcoin,No,12,66,Automotive
10807,13375,7.277745078,INR,3-17-25,Completed,CA,Credit Card,No,9,21,Clothing
10808,7793,338.4442553,INR,3-18-25,Cancelled,DE,Bank Transfer,No,1,22,Clothing
10809,6740,390.3841728,GBP,3-19-25,Completed,CA,Bank Transfer,No,5,46,Electronics
10810,10378,175.3953091,BTC,3-20-25,Completed,IN,Credit Card,No,8,30,Toys
10811,13717,471.8513316,USD,3-21-25,Refunded,UK,PayPal,No,9,39,Automotive
10812,13474,325.4690612,USD,3-22-25,Completed,CA,PayPal,No,8,27,Toys
10813,12361,403.2918596,GBP,3-23-25,Completed,US,Bank Transfer,No,3,64,Electronics
10814,14824,468.9547741,BTC,3-24-25,Completed,DE,Bitcoin,No,8,52,Automotive
10815,9134,141.920636,EUR,3-25-25,Completed,IN,Bank Transfer,No,10,28,Clothing
10816,12445,45.54198722,INR,3-26-25,Completed,US,Bank Transfer,No,8,56,Toys
10817,10259,301.4412899,BTC,3-27-25,Refunded,UK,Bitcoin,Yes,11,59,Home & Kitchen
10818,12756,195.0846803,BTC,3-28-25,Completed,US,PayPal,No,4,69,Clothing
10819,8112,310.2682087,BTC,3-29-25,Completed,US,Bitcoin,No,4,40,Home & Kitchen
10820,9873,194.5513038,GBP,3-30-25,Completed,US,Bank Transfer,No,4,37,Clothing
10821,6371,6.301982611,BTC,3-31-25,Completed,US,Credit Card,No,4,73,Automotive
10822,5505,228.6691934,USD,4-1-25,Completed,UK,Bank Transfer,No,7,57,Toys
10823,6104,456.5875099,GBP,4-2-25,Cancelled,UK,PayPal,No,10,59,Automotive
10824,11747,465.0847454,INR,4-3-25,Completed,UK,Credit Card,No,12,72,Electronics
10825,14435,11.30268564,INR,4-4-25,Completed,US,Credit Card,No,8,59,Home & Kitchen
10826,13614,49.71328964,USD,4-5-25,Completed,IN,Bitcoin,No,2,70,Home & Kitchen
10827,7378,489.5268361,INR,4-6-25,Cancelled,DE,PayPal,No,3,55,Automotive
10828,14245,104.4686265,USD,4-7-25,Completed,US,Bitcoin,No,9,53,Automotive
10829,13614,69.75470165,GBP,4-8-25,Completed,IN,Credit Card,No,9,70,Home & Kitchen
10830,8896,362.9510282,INR,4-9-25,Completed,CA,Bank Transfer,No,5,70,Automotive
10831,5965,394.9488221,USD,4-10-25,Completed,CA,PayPal,No,1,46,Electronics
10832,11663,232.5292859,USD,4-11-25,Completed,CA,Credit Card,No,8,38,Toys
10833,6045,23.35208319,INR,4-12-25,Completed,US,Credit Card,No,6,67,Electronics
10834,13422,388.5021756,GBP,4-13-25,Completed,UK,PayPal,No,9,72,Toys
10835,8107,169.5381531,GBP,4-14-25,Completed,CA,Credit Card,No,9,37,Home & Kitchen
10836,10420,331.5485295,INR,4-15-25,Completed,US,PayPal,No,12,62,Home & Kitchen
10837,11032,392.3322807,INR,4-16-25,Completed,DE,PayPal,No,12,45,Home & Kitchen
10838,8165,483.4983208,BTC,4-17-25,Completed,IN,Bank Transfer,No,3,61,Electronics
10839,11421,64.51861305,USD,4-18-25,Completed,UK,PayPal,No,9,56,Home & Kitchen
10840,8243,354.7568002,BTC,4-19-25,Completed,UK,PayPal,No,10,25,Toys
10841,7643,110.2627136,EUR,4-20-25,Completed,US,Credit Card,No,8,33,Home & Kitchen
10842,12764,85.35953107,BTC,4-21-25,Completed,CA,Bank Transfer,No,5,21,Automotive
10843,12461,54.94529882,INR,4-22-25,Completed,DE,Bank Transfer,No,8,51,Automotive
10844,9601,78.19488706,INR,4-23-25,Completed,IN,Bitcoin,No,11,71,Toys
10845,12902,376.8306283,USD,4-24-25,Completed,CA,Bitcoin,No,5,48,Home & Kitchen
10846,5107,418.3678777,GBP,4-25-25,Completed,IN,Bank Transfer,No,13,71,Home & Kitchen
10847,11311,454.3914253,USD,4-26-25,Completed,CA,Bitcoin,No,11,38,Electronics
10848,11507,54.21819268,USD,4-27-25,Completed,UK,Credit Card,No,1,44,Automotive
10849,,303.1841096,BTC,4-28-25,Completed,UK,Bitcoin,No,9,44,Electronics
10850,,393.7503299,BTC,4-29-25,Completed,IN,Credit Card,No,4,44,Automotive
10851,6749,371.8395498,INR,4-30-25,Completed,XX,Bank Transfer,No,10,18,Automotive
10852,12531,411.6326602,EUR,5-1-25,Completed,DE,Bank Transfer,No,5,53,Clothing
10853,10702,281.7169443,BTC,5-2-25,Completed,CA,Credit Card,No,5,53,Home & Kitchen
10854,,154.2427135,BTC,5-3-25,Completed,CA,PayPal,No,13,31,Electronics
10855,8803,299.7555391,BTC,5-4-25,Completed,UK,Credit Card,No,13,25,Toys
10856,5915,263.6480869,USD,5-5-25,Cancelled,DE,Bank Transfer,No,14,55,Electronics
10857,5603,456.3972342,BTC,5-6-25,Completed,IN,Bitcoin,No,4,49,Automotive
10858,13978,115.2444512,GBP,5-7-25,Cancelled,IN,Bank Transfer,No,9,38,Clothing
10859,10448,349.4226061,GBP,5-8-25,Completed,CA,PayPal,No,1,19,Home & Kitchen
10860,11298,73.57463594,GBP,5-9-25,Completed,IN,Bitcoin,No,4,73,Clothing
10861,7227,212.195528,INR,5-10-25,Completed,US,PayPal,No,4,23,Toys
10862,5472,62.90965385,GBP,5-11-25,Completed,CA,Bank Transfer,No,7,38,Toys
10863,13218,337.7804973,EUR,5-12-25,Refunded,US,Credit Card,No,10,47,Home & Kitchen
10864,11435,114.6660159,BTC,5-13-25,Cancelled,DE,PayPal,No,8,27,Toys
10865,6333,401.1036539,BTC,5-14-25,Completed,UK,Credit Card,No,7,33,Toys
10866,10209,436.5484469,INR,5-15-25,Completed,UK,PayPal,No,4,24,Clothing
10867,10881,316.3221907,USD,5-16-25,Completed,UK,Bank Transfer,No,6,21,Home & Kitchen
10868,9997,362.9362085,USD,5-17-25,Completed,UK,Bank Transfer,No,5,20,Automotive
10869,11727,254.3768082,BTC,5-18-25,Completed,DE,Bank Transfer,No,9,53,Home & Kitchen
10870,5380,27.53961001,GBP,5-19-25,Completed,DE,PayPal,No,1,68,Toys
10871,9322,257.2746787,EUR,5-20-25,Completed,XX,PayPal,No,3,62,Automotive
10872,12403,311.2210119,GBP,5-21-25,Completed,DE,Bitcoin,No,9,74,Toys
10873,13217,324.6126982,GBP,5-22-25,Completed,IN,Bitcoin,No,5,19,Home & Kitchen
10874,7646,254.3612712,INR,5-23-25,Completed,IN,Bitcoin,No,5,46,Toys
10875,7919,472.6667711,USD,5-24-25,Completed,DE,Bank Transfer,No,4,51,Toys
10876,7386,339.0416892,GBP,5-25-25,Completed,US,Bank Transfer,No,7,55,Clothing
10877,9425,142.2202606,GBP,5-26-25,Completed,UK,Credit Card,No,14,74,Clothing
10878,9885,408.69808,GBP,5-27-25,Completed,UK,Credit Card,No,5,57,Electronics
10879,6165,489.3650098,USD,5-28-25,Completed,UK,Bank Transfer,No,14,58,Automotive
10880,12673,403.0565572,GBP,5-29-25,Completed,UK,Credit Card,No,12,39,Electronics
10881,11237,204.131835,BTC,5-30-25,Completed,CA,Bitcoin,No,5,38,Home & Kitchen
10882,13130,432.3466312,BTC,5-31-25,Completed,DE,PayPal,No,13,27,Home & Kitchen
10883,13036,15.54405318,EUR,6-1-25,Completed,US,PayPal,No,9,50,Toys
10884,13505,347.6003519,BTC,6-2-25,Cancelled,IN,Bitcoin,No,11,19,Clothing
10885,5827,322.414545,BTC,6-3-25,Completed,XX,PayPal,No,8,24,Clothing
10886,12080,487.3593111,BTC,6-4-25,Completed,XX,Bank Transfer,No,7,45,Home & Kitchen
10887,8767,51.4666829,BTC,6-5-25,Completed,IN,Bank Transfer,No,13,21,Electronics
10888,8428,74.85518817,EUR,6-6-25,Completed,US,Bank Transfer,No,6,42,Electronics
10889,6118,386.7589745,INR,6-7-25,Completed,US,Credit Card,No,7,66,Home & Kitchen
10890,8133,334.1400864,USD,6-8-25,Completed,US,Bitcoin,No,8,42,Toys
10891,14802,167.3182092,EUR,6-9-25,Completed,IN,Bank Transfer,No,8,66,Toys
10892,11922,25.67349356,USD,6-10-25,Completed,IN,PayPal,No,14,36,Home & Kitchen
10893,13314,207.8100541,EUR,6-11-25,Completed,IN,Credit Card,No,9,29,Electronics
10894,11987,33.80096712,GBP,6-12-25,Completed,US,Bank Transfer,No,7,54,Clothing
10895,6041,21.67213956,INR,6-13-25,Completed,IN,PayPal,No,12,53,Clothing
10896,9451,128.7832413,GBP,6-14-25,Completed,CA,Bank Transfer,No,13,41,Electronics
10897,12884,98.9808086,USD,6-15-25,Completed,US,PayPal,No,5,66,Electronics
10898,6902,112.3877787,USD,6-16-25,Completed,US,PayPal,No,2,31,Electronics
10899,13656,443.7378838,EUR,6-17-25,Cancelled,UK,PayPal,No,9,30,Home & Kitchen
10900,11520,154.2069374,GBP,6-18-25,Completed,US,Credit Card,No,10,48,Home & Kitchen
10901,7447,192.4733738,GBP,6-19-25,Completed,CA,Credit Card,No,13,73,Toys
10902,9236,282.7441763,USD,6-20-25,Completed,IN,Bitcoin,No,2,71,Home & Kitchen
10903,7996,420.074475,GBP,6-21-25,Cancelled,CA,Bitcoin,No,13,43,Automotive
10904,10545,248.7482166,USD,6-22-25,Cancelled,UK,Bitcoin,No,10,25,Electronics
10905,12531,302.0635925,INR,6-23-25,Completed,CA,Bitcoin,No,9,56,Automotive
10906,5076,45.29556601,GBP,6-24-25,Completed,IN,Bitcoin,No,8,41,Electronics
10907,7186,331.5407281,BTC,6-25-25,Completed,UK,Credit Card,No,3,36,Electronics
10908,9172,444.9856126,INR,6-26-25,Completed,US,Bank Transfer,No,9,73,Electronics
10909,14593,219.8379809,INR,6-27-25,Completed,CA,Bank Transfer,No,9,18,Electronics
10910,7557,58.68176158,BTC,6-28-25,Completed,US,Bitcoin,No,10,43,Clothing
10911,13625,400.6740461,BTC,6-29-25,Completed,CA,PayPal,No,10,42,Automotive
10912,13067,324.0560904,INR,6-30-25,Completed,IN,Bank Transfer,No,4,40,Electronics
10913,11882,170.9463272,USD,7-1-25,Cancelled,US,Bitcoin,No,1,35,Electronics
10914,7966,218.2544871,GBP,7-2-25,Completed,CA,Bank Transfer,No,6,55,Clothing
10915,10768,211.5868398,INR,7-3-25,Completed,US,Bitcoin,No,5,35,Clothing
10916,13754,271.6618271,BTC,7-4-25,Completed,UK,Credit Card,No,11,53,Clothing
10917,13369,108.928926,BTC,7-5-25,Completed,DE,Credit Card,No,1,69,Automotive
10918,6026,496.0455608,USD,7-6-25,Completed,UK,Bank Transfer,No,9,41,Home & Kitchen
10919,10912,354.3517846,EUR,7-7-25,Completed,IN,Credit Card,No,1,74,Automotive
10920,8821,390.6636106,USD,7-8-25,Cancelled,US,Bank Transfer,No,8,44,Electronics
10921,6282,373.1845068,USD,7-9-25,Completed,CA,Credit Card,No,2,40,Clothing
10922,14042,407.005935,EUR,7-10-25,Cancelled,DE,PayPal,No,6,56,Clothing
10923,9971,326.4432037,EUR,7-11-25,Completed,UK,Credit Card,No,8,39,Automotive
10924,8571,492.31341,BTC,7-12-25,Completed,CA,Credit Card,No,1,23,Toys
10925,7251,201.8088174,USD,7-13-25,Completed,UK,PayPal,No,11,32,Home & Kitchen
10926,6475,351.330945,BTC,7-14-25,Completed,UK,PayPal,No,7,55,Electronics
10927,6621,195.6969739,BTC,7-15-25,Completed,UK,Bank Transfer,No,7,51,Automotive
10928,10510,48.75812322,EUR,7-16-25,Completed,UK,Bitcoin,Yes,6,23,Clothing
10929,6169,14.38283262,USD,7-17-25,Completed,US,Credit Card,No,3,39,Clothing
10930,10191,285.5257235,EUR,7-18-25,Completed,US,PayPal,No,12,18,Home & Kitchen
10931,10386,450.4196323,BTC,7-19-25,Completed,UK,Credit Card,No,3,60,Home & Kitchen
10932,11562,320.3460429,BTC,7-20-25,Completed,IN,PayPal,Yes,6,30,Electronics
10933,11705,295.3151968,EUR,7-21-25,Completed,CA,Credit Card,No,13,65,Electronics
10934,8879,223.4435599,EUR,7-22-25,Completed,CA,PayPal,No,14,71,Clothing
10935,7192,45.55389859,EUR,7-23-25,Completed,CA,Credit Card,No,12,21,Home & Kitchen
10936,6779,242.6247762,BTC,7-24-25,Completed,UK,Bank Transfer,No,14,49,Electronics
10937,11963,185.3070462,GBP,7-25-25,Completed,UK,Credit Card,No,10,26,Automotive
10938,14590,374.3577005,BTC,7-26-25,Completed,US,Bank Transfer,Yes,10,44,Clothing
10939,11878,92.21399901,INR,7-27-25,Completed,UK,Credit Card,No,11,71,Electronics
10940,11627,210.0473092,GBP,7-28-25,Completed,UK,PayPal,No,1,52,Clothing
10941,6615,409.8197659,INR,7-29-25,Completed,XX,Bitcoin,No,1,70,Electronics
10942,13606,45.01403288,GBP,7-30-25,Completed,DE,PayPal,No,5,69,Home & Kitchen
10943,13516,329.3781078,USD,7-31-25,Cancelled,UK,Credit Card,No,3,70,Clothing
10944,10589,215.9127078,USD,8-1-25,Completed,US,Credit Card,No,6,43,Toys
10945,10025,213.0369421,GBP,8-2-25,Completed,CA,Bitcoin,No,11,65,Toys
10946,14334,423.9915266,BTC,8-3-25,Completed,IN,Credit Card,No,10,74,Automotive
10947,,30.99385044,INR,8-4-25,Completed,UK,Credit Card,No,5,59,Electronics
10948,12949,353.7006847,GBP,8-5-25,Completed,XX,PayPal,No,6,22,Toys
10949,5386,427.8887777,EUR,8-6-25,Completed,IN,Bitcoin,No,6,43,Electronics
10950,,449.1283903,EUR,8-7-25,Cancelled,US,Bank Transfer,No,13,69,Electronics
10951,5273,242.1134135,INR,8-8-25,Completed,US,Credit Card,No,13,63,Clothing
10952,5715,335.4344357,EUR,8-9-25,Completed,UK,Bitcoin,No,3,73,Clothing
10953,7288,396.3746758,EUR,8-10-25,Completed,CA,PayPal,No,6,55,Home & Kitchen
10954,5349,362.0458414,GBP,8-11-25,Completed,CA,Bitcoin,No,2,41,Electronics
10955,9667,127.6680369,GBP,8-12-25,Completed,IN,Credit Card,No,2,22,Clothing
10956,9491,492.0220538,BTC,8-13-25,Completed,UK,Credit Card,No,3,59,Automotive
10957,11723,153.4994147,GBP,8-14-25,Completed,IN,PayPal,No,8,56,Toys
10958,6060,328.5504261,INR,8-15-25,Completed,US,Credit Card,No,3,58,Automotive
10959,5295,60.20700692,INR,8-16-25,Completed,US,Bitcoin,No,1,27,Toys
10960,13890,346.9047718,BTC,8-17-25,Completed,CA,Bitcoin,No,5,19,Automotive
10961,11066,397.2718764,EUR,8-18-25,Completed,US,PayPal,No,10,48,Electronics
10962,10117,352.1661012,INR,8-19-25,Completed,IN,Credit Card,No,3,66,Toys
10963,9671,427.6423125,EUR,8-20-25,Completed,DE,Credit Card,No,7,67,Electronics
10964,11821,254.9448958,INR,8-21-25,Completed,CA,Bank Transfer,No,10,19,Electronics
10965,14852,148.5086556,INR,8-22-25,Cancelled,UK,Credit Card,No,13,28,Electronics
10966,6824,314.6434261,BTC,8-23-25,Cancelled,CA,Bank Transfer,No,5,27,Toys
10967,8946,322.1167151,USD,8-24-25,Completed,UK,PayPal,No,1,20,Clothing
10968,10786,82.99567038,INR,8-25-25,Completed,CA,Bitcoin,No,3,60,Home & Kitchen
